what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273704672117
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273704674829
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273704685825
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1273704688345
executed,command,,,"org.eclipse.emf.mwe.ui.debug.launching.shortcut.run",1273704690951
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1273704696354
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1273704697737
activated,editor,org.eclipse.xtext.xtext.ui,0.7.2.v200908120607,"org.eclipse.xtext.Xtext",1273704698919
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1273704699568
activated,editor,org.eclipse.xtext.xtext.ui,0.7.2.v200908120607,"org.eclipse.xtext.Xtext",1273704702540
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1273704703436
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1273704705642
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1273704705986
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1273704706019
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1273704720490
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273704720863
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273704740880
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273704741493
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273704761492
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1273704768019
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1273704781134
closed,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1273704781134
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.close",1273704781197
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1273704782946
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273704821689
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273704821968
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273704824300
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273704842268
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273704845454
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273704847484
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273704849549
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273704851281
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273704852067
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273704901502
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273705021378
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273705047152
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273705047838
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273705048506
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273705048837
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273705049741
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.newWizard",1273705049780
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.buildAll",1273705050412
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273705050738
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273705056343
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273705063714
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273705108309
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273705112156
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273705112798
