what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.m2m.qvt.oml.project,2.0.0.v20090410-1820,"org.eclipse.m2m.qvt.oml.project",1273248813220
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273248813339
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1273248824482
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273248833056
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273248843328
opened,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1273248850804
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1273248851020
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273248972986
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273249014346
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273249064037
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273249064851
activated,editor,org.eclipse.xpand.ui,0.7.2.v200908120436,"org.eclipse.xpand.ui.XpandEditor",1273249070009
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249081023
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249093135
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249095872
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249102367
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273249125301
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273249125958
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249148386
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249150840
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1273249154931
executed,command,,,"org.eclipse.emf.mwe.ui.debug.launching.shortcut.run",1273249159287
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1273249166258
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1273249166981
activated,editor,org.eclipse.xpand.ui,0.7.2.v200908120436,"org.eclipse.xpand.ui.XpandEditor",1273249170519
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1273249172329
activated,editor,org.eclipse.xpand.ui,0.7.2.v200908120436,"org.eclipse.xpand.ui.XpandEditor",1273249175221
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1273249178168
activated,editor,org.eclipse.xpand.ui,0.7.2.v200908120436,"org.eclipse.xpand.ui.XpandEditor",1273249179342
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249189376
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249192214
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249200375
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273249223050
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273249224047
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249237337
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1273249243770
opened,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1273249244641
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1273249244669
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1273249248740
activated,editor,org.eclipse.xpand.ui,0.7.2.v200908120436,"org.eclipse.xpand.ui.XpandEditor",1273249249163
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249286189
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1273249296542
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273249297939
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1273249298519
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273249298905
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1273249300269
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273249300643
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249300998
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249301997
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249302749
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273249330006
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273249330260
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249339224
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249350185
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1273249352342
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249359121
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249372391
activated,editor,org.eclipse.xtext.xtext.ui,0.7.2.v200908120607,"org.eclipse.xtext.Xtext",1273249378470
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249383790
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1273249385745
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1273249387318
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1273249387803
activated,editor,org.eclipse.xpand.ui,0.7.2.v200908120436,"org.eclipse.xpand.ui.XpandEditor",1273249389720
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249395476
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1273249403274
executed,command,,,"org.eclipse.emf.mwe.ui.debug.launching.shortcut.run",1273249407500
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273249410542
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273249420469
executed,command,,,"org.eclipse.emf.mwe.ui.debug.launching.shortcut.run",1273249430455
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1273249448440
activated,editor,org.eclipse.xtext.xtext.ui,0.7.2.v200908120607,"org.eclipse.xtext.Xtext",1273249466401
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249468912
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249484180
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1273249487127
executed,command,,,"org.eclipse.emf.mwe.ui.debug.launching.shortcut.run",1273249491616
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273249497476
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273249505081
executed,command,,,"org.eclipse.emf.mwe.ui.debug.launching.shortcut.run",1273249509520
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1273249518027
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1273249528963
activated,editor,org.eclipse.xtext.xtext.ui,0.7.2.v200908120607,"org.eclipse.xtext.Xtext",1273249530445
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249549399
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1273249554747
activated,editor,org.eclipse.xpand.ui,0.7.2.v200908120436,"org.eclipse.xpand.ui.XpandEditor",1273249556374
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249560373
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1273249562418
executed,command,,,"org.eclipse.emf.mwe.ui.debug.launching.shortcut.run",1273249565529
activated,editor,org.eclipse.xpand.ui,0.7.2.v200908120436,"org.eclipse.xpand.ui.XpandEditor",1273249567959
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249586920
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1273249590884
executed,command,,,"org.eclipse.emf.mwe.ui.debug.launching.shortcut.run",1273249594319
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1273249596518
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1273249601485
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1273249602584
activated,editor,org.eclipse.xpand.ui,0.7.2.v200908120436,"org.eclipse.xpand.ui.XpandEditor",1273249609668
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249618130
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1273249620435
activated,editor,org.eclipse.xpand.ui,0.7.2.v200908120436,"org.eclipse.xpand.ui.XpandEditor",1273249624271
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249628441
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273249658783
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273249659096
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249668844
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249670708
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249673585
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1273249684967
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273249686027
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273249686851
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1273249687494
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273249688692
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249693094
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1273249697232
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1273249698136
activated,editor,org.eclipse.xpand.ui,0.7.2.v200908120436,"org.eclipse.xpand.ui.XpandEditor",1273249709705
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249717116
activated,editor,org.eclipse.cdt.ui,5.1.2.201002161416,"org.eclipse.cdt.ui.editor.CEditor",1273249717804
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1273249731925
activated,editor,org.eclipse.xpand.ui,0.7.2.v200908120436,"org.eclipse.xpand.ui.XpandEditor",1273249736652
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273249742053
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249753219
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249767769
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249774003
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1273249854373
executed,command,,,"org.eclipse.emf.mwe.ui.debug.launching.shortcut.run",1273249856410
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1273249860597
activated,editor,org.eclipse.xpand.ui,0.7.2.v200908120436,"org.eclipse.xpand.ui.XpandEditor",1273249882471
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1273249887679
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273249889262
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249894285
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1273249898087
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273249898764
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249904163
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1273249915341
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273249916121
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1273249921597
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273249922656
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249923033
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249923873
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249924681
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249928704
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1273249947339
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273249948080
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249953034
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273249956795
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1273250030621
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273250031158
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273250031339
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273250038479
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273250051416
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273250069500
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273250704410
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273250705160
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273274278598
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273274382723
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273274383013
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273274403113
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273274405406
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1273274428259
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273274428912
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273274429394
activated,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.ProblemView",1273274434386
activated,editor,org.eclipse.xpand.ui,0.7.2.v200908120436,"org.eclipse.xpand.ui.XpandEditor",1273274438069
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273274439713
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273274441470
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273274452376
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273274466289
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273274485952
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273274486261
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273274497455
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273274498227
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273274507548
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273274512057
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273274513266
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273274913171
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273274916893
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273274922765
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273274931133
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273274943915
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273274963393
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273274970505
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273274973553
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273274983915
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275002968
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275005257
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275007379
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275009296
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275011968
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275017122
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275021326
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275022174
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275023882
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275025266
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275027184
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275030971
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275031878
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275035937
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275036958
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275038135
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275040436
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275042331
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275043953
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275048921
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275052144
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275055116
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275056177
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275057490
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275059382
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273275060060
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275068388
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275069788
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275071341
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275071699
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273275072676
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1273275177384
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273275206509
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273275208829
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273275252939
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273275311922
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1273275378206
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273275379783
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273275380902
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273275386111
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273275395823
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273275430417
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273275463079
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275470448
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275470754
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275492197
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275492445
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273275509437
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275525191
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275525427
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1273275529874
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273275531066
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273275533078
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275576054
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273275631420
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273275659158
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1273275660922
executed,command,,,"org.eclipse.emf.mwe.ui.debug.launching.shortcut.run",1273275663786
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1273275672535
