what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.emf.mwe.ui,0.7.2.v200908120417,"org.eclipse.emf.mwe.ui",1273222049813
executed,command,,,"org.eclipse.emf.mwe.ui.debug.launching.shortcut.run",1273222049857
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1273222051348
started,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.201002161416,"org.eclipse.cdt.debug.mi.ui",1273222051564
started,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.201002161416,"org.eclipse.cdt.debug.mi.core",1273222051594
started,bundle,org.eclipse.wst.xml.core,1.1.402.v201001222130,"org.eclipse.wst.xml.core",1273222062625
started,bundle,org.eclipse.pde.build,3.5.2.R35x_20100114,"org.eclipse.pde.build",1273222062909
activated,editor,org.eclipse.xtext.xtext.ui,0.7.2.v200908120607,"org.eclipse.xtext.Xtext",1273222081355
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1273222094651
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273222096072
started,bundle,org.eclipse.jdt.junit,3.5.2.r352_v20100113-0800,"org.eclipse.jdt.junit",1273222097886
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273222098062
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273222099857
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222100220
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222102554
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273222106469
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273222114022
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273222123633
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273222135367
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1273222140190
executed,command,,,"org.eclipse.emf.mwe.ui.debug.launching.shortcut.run",1273222142492
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222142527
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222146307
activated,editor,org.eclipse.xtext.xtext.ui,0.7.2.v200908120607,"org.eclipse.xtext.Xtext",1273222147565
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273222155300
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273222160665
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1273222171520
executed,command,,,"org.eclipse.emf.mwe.ui.debug.launching.shortcut.run",1273222173951
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222173969
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222177610
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222177791
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222179110
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222185508
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222191754
started,bundle,org.eclipse.gmf.xpand.migration,1.0.0.v20090608-0720,"org.eclipse.gmf.xpand.migration",1273222200867
executed,command,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui.runtimeWorkbenchShortcut.run",1273222204649
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222208357
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222235319
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1273222235977
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.selectAll",1273222236239
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1273222236508
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222236863
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222250610
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222252203
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222265545
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222266056
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222286532
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222288498
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222289142
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222294312
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222295717
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222297156
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222415300
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222424167
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222424925
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222425832
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222467275
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222469915
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222482616
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222488656
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222490352
activated,editor,org.eclipse.xtext.xtext.ui,0.7.2.v200908120607,"org.eclipse.xtext.Xtext",1273222497670
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273222502613
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222503367
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222506051
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222506160
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222506796
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222507989
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222512040
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1273222519108
executed,command,,,"org.eclipse.emf.mwe.ui.debug.launching.shortcut.run",1273222521794
executed,command,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui.runtimeWorkbenchShortcut.run",1273222539604
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273222543311
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273227432687
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273227436632
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273227440585
activated,editor,org.eclipse.xtext.xtext.ui,0.7.2.v200908120607,"org.eclipse.xtext.Xtext",1273227443747
